episode,source,copies,banc,run,ep,date,contamine,version_job,version_jouee,coherent,campagne,graine,palier,jour,bras,hors_corpus,depart,arret,tenir,appui_feu,feu_avant,mg_assaut,delai_porteur,appui_fixe,accessible,effectif,oracle,issue,cause,charges,sur,detruits,exfiltres,vivants,morts_fs,roles_morts,pertes_est,renseignement,alarme,compromis,t_compromis,cause_compromis,phase_au_compromis,latence_surprise,abandon,duree_s,ph1,ph2,ph3,ph4,ph5,ph6,charges_detail,porteur_temps,tirs_appui_avant,tirs_appui_total,appui_position_m,mg_munitions,porte_lecture,empreinte,note_job
2026-09-09_0445_chacal/g7_r1,/mnt/data/hmt/runs/2026-09-09_0445_chacal/g7_r1/serveur.rpt,1,chacal,2026-09-09_0445_chacal,g7_r1,2026-09-09,0,W2,W2,1,,7,0,0,PLAN,1,5,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,0,3,0,0,5,5,ADJOINT MEDECIN CHEF DEMO_1 DEMO_2,8,0,1,1,109.58,ENNEMI_VU_EN_COMBAT,5,0.03,0,352,,,,ATTEINT@74.68,INCOMPLET@347.06,,antenne:PORTEUR_N_ARRIVE_PAS tour:ELEMENT_N_ARRIVE_PAS,,,,,,ACCEPTE,5336a7c4455a,W2 - le troisieme point du meme facteur : DEUX mitrailleuses servies au lieu d une. Avec W0 (zero) et la reference (une)
2026-09-09_0445_chacal/g7_r2,/mnt/data/hmt/runs/2026-09-09_0445_chacal/g7_r2/serveur.rpt,1,chacal,2026-09-09_0445_chacal,g7_r2,2026-09-09,0,W2,W2,1,,7,0,0,PLAN,1,5,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,1,3,1,0,5,5,ADJOINT DEMO_2 MEDECIN CHEF DEMO_1,7,0,1,1,168.19,ENNEMI_VU_EN_COMBAT,5,-1.94,0,452,,,,ATTEINT@74.59,INCOMPLET@447.94,,antenne:POSEE tour:ELEMENT_N_ARRIVE_PAS,,,,,,ACCEPTE,5336a7c4455a,W2 - le troisieme point du meme facteur : DEUX mitrailleuses servies au lieu d une. Avec W0 (zero) et la reference (une)
2026-09-09_0445_chacal/g7_r3,/mnt/data/hmt/runs/2026-09-09_0445_chacal/g7_r3/serveur.rpt,1,chacal,2026-09-09_0445_chacal,g7_r3,2026-09-09,0,W2,W2,1,,7,0,0,PLAN,1,5,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,0,3,0,0,5,5,DEMO_1 CHEF ADJOINT DEMO_2 MEDECIN,4,0,1,1,172.05,ENNEMI_VU_EN_COMBAT,5,-1.95,0,575,,,,ATTEINT@74.55,INCOMPLET@569.87,,antenne:ELEMENT_N_ARRIVE_PAS,,,,,,ACCEPTE,5336a7c4455a,W2 - le troisieme point du meme facteur : DEUX mitrailleuses servies au lieu d une. Avec W0 (zero) et la reference (une)
2026-09-09_0445_chacal/g7_r4,/mnt/data/hmt/runs/2026-09-09_0445_chacal/g7_r4/serveur.rpt,1,chacal,2026-09-09_0445_chacal,g7_r4,2026-09-09,0,W2,W2,1,,7,0,0,PLAN,1,5,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,1,3,1,0,5,5,DEMO_1 CHEF MEDECIN DEMO_2 ADJOINT,10,0,1,1,131.97,ENNEMI_VU_EN_COMBAT,5,10.17,0,537,,,,ATTEINT@74.71,INCOMPLET@533.77,,antenne:POSEE tour:ELEMENT_N_ARRIVE_PAS,,,,,,ACCEPTE,5336a7c4455a,W2 - le troisieme point du meme facteur : DEUX mitrailleuses servies au lieu d une. Avec W0 (zero) et la reference (une)
2026-09-09_0445_chacal/g7_r5,/mnt/data/hmt/runs/2026-09-09_0445_chacal/g7_r5/serveur.rpt,1,chacal,2026-09-09_0445_chacal,g7_r5,2026-09-09,0,W2,W2,1,,7,0,0,PLAN,1,5,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,0,3,0,0,5,5,ADJOINT DEMO_1 MEDECIN DEMO_2 CHEF,0,0,1,1,90.89,COUP_RECU,5,0.07,0,165,,,,ATTEINT@74.52,INCOMPLET@159.5,,,,,,,,ACCEPTE,5336a7c4455a,W2 - le troisieme point du meme facteur : DEUX mitrailleuses servies au lieu d une. Avec W0 (zero) et la reference (une)
2026-09-09_0535_chacal/g9_r1,/mnt/data/hmt/runs/2026-09-09_0535_chacal/g9_r1/serveur.rpt,1,chacal,2026-09-09_0535_chacal,g9_r1,2026-09-09,0,X0,X0,1,,9,0,0,PLAN,1,5,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,0,3,0,0,5,5,CHEF ADJOINT DEMO_1 DEMO_2 MEDECIN,6,0,1,1,90.53,ENNEMI_VU_EN_COMBAT,5,-0.64,0,170,,,,ATTEINT@59.66,INCOMPLET@166.84,,antenne:ELEMENT_N_ARRIVE_PAS,,,,,,ACCEPTE,5336a7c4455a,"X0 - SECONDE GRAINE, sans mitrailleuse. La vignette a discrimine sur la graine 7 ; un seul monde ne fait pas un resultat"
2026-09-09_0535_chacal/g9_r2,/mnt/data/hmt/runs/2026-09-09_0535_chacal/g9_r2/serveur.rpt,1,chacal,2026-09-09_0535_chacal,g9_r2,2026-09-09,0,X0,X0,1,,9,0,0,PLAN,1,5,,,,,,,,,,,ECHEC,EXFIL_MANQUEE,3,3,3,0,6,4,CHEF ADJOINT DEMO_1 MEDECIN,11,0,1,1,80.44,ENNEMI_VU_EN_COMBAT,5,-0.53,0,427,,,,ATTEINT@59.73,ATTEINT@423.47,,antenne:POSEE tour:POSEE QG:POSEE,,,,,,ACCEPTE,5336a7c4455a,"X0 - SECONDE GRAINE, sans mitrailleuse. La vignette a discrimine sur la graine 7 ; un seul monde ne fait pas un resultat"
2026-09-09_0535_chacal/g9_r3,/mnt/data/hmt/runs/2026-09-09_0535_chacal/g9_r3/serveur.rpt,1,chacal,2026-09-09_0535_chacal,g9_r3,2026-09-09,0,X0,X0,1,,9,0,0,PLAN,1,5,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,2,3,2,0,8,2,CHEF DEMO_1,11,0,1,1,86.48,ENNEMI_VU_EN_COMBAT,5,0.49,0,463,,,,ATTEINT@59.72,INCOMPLET@459.24,,antenne:PORTEUR_N_ARRIVE_PAS tour:POSEE QG:POSEE,,,,,,ACCEPTE,5336a7c4455a,"X0 - SECONDE GRAINE, sans mitrailleuse. La vignette a discrimine sur la graine 7 ; un seul monde ne fait pas un resultat"
2026-09-09_0535_chacal/g9_r4,/mnt/data/hmt/runs/2026-09-09_0535_chacal/g9_r4/serveur.rpt,1,chacal,2026-09-09_0535_chacal,g9_r4,2026-09-09,0,X0,X0,1,,9,0,0,PLAN,1,5,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,0,3,0,0,5,5,CHEF DEMO_2 DEMO_1 MEDECIN ADJOINT,8,0,1,1,84.87,ENNEMI_VU_EN_COMBAT,5,-1.78,0,332,,,,ATTEINT@60.06,INCOMPLET@328.5,,antenne:PORTEUR_N_ARRIVE_PAS,,,,,,ACCEPTE,5336a7c4455a,"X0 - SECONDE GRAINE, sans mitrailleuse. La vignette a discrimine sur la graine 7 ; un seul monde ne fait pas un resultat"
2026-09-09_0535_chacal/g9_r5,/mnt/data/hmt/runs/2026-09-09_0535_chacal/g9_r5/serveur.rpt,1,chacal,2026-09-09_0535_chacal,g9_r5,2026-09-09,0,X0,X0,1,,9,0,0,PLAN,1,5,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,0,3,0,0,5,5,CHEF ADJOINT DEMO_2 DEMO_1 MEDECIN,9,0,1,1,88.42,ENNEMI_VU_EN_COMBAT,5,1.25,0,517,,,,ATTEINT@59.5,INCOMPLET@513.47,,antenne:PORTEUR_N_ARRIVE_PAS tour:ELEMENT_N_ARRIVE_PAS,,,,,,ACCEPTE,5336a7c4455a,"X0 - SECONDE GRAINE, sans mitrailleuse. La vignette a discrimine sur la graine 7 ; un seul monde ne fait pas un resultat"
2026-09-09_0615_chacal/g9_r1,/mnt/data/hmt/runs/2026-09-09_0615_chacal/g9_r1/serveur.rpt,1,chacal,2026-09-09_0615_chacal,g9_r1,2026-09-09,0,X1,X1,1,,9,0,0,PLAN,1,5,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,0,3,0,0,5,5,MEDECIN CHEF ADJOINT DEMO_1 DEMO_2,3,0,1,1,76.18,COUP_RECU,5,-3.86,0,175,,,,ATTEINT@59.77,INCOMPLET@170.96,,,,,,,,ACCEPTE,5336a7c4455a,"X1 - SECONDE GRAINE, une mitrailleuse : le temoin apparie de X0. Attendu si l effet tient : zero charge, comme la refere"
2026-09-09_0615_chacal/g9_r2,/mnt/data/hmt/runs/2026-09-09_0615_chacal/g9_r2/serveur.rpt,1,chacal,2026-09-09_0615_chacal,g9_r2,2026-09-09,0,X1,X1,1,,9,0,0,PLAN,1,5,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,0,3,0,0,5,5,DEMO_1 CHEF DEMO_2 MEDECIN ADJOINT,8,0,1,1,80.31,ENNEMI_VU_EN_COMBAT,5,-2.73,0,218,,,,ATTEINT@59.5,INCOMPLET@213.25,,antenne:ELEMENT_N_ARRIVE_PAS,,,,,,ACCEPTE,5336a7c4455a,"X1 - SECONDE GRAINE, une mitrailleuse : le temoin apparie de X0. Attendu si l effet tient : zero charge, comme la refere"
2026-09-09_0615_chacal/g9_r3,/mnt/data/hmt/runs/2026-09-09_0615_chacal/g9_r3/serveur.rpt,1,chacal,2026-09-09_0615_chacal,g9_r3,2026-09-09,0,X1,X1,1,,9,0,0,PLAN,1,5,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,0,3,0,0,5,5,ADJOINT DEMO_2 CHEF DEMO_1 MEDECIN,2,0,1,1,75.49,COUP_RECU,5,0.46,0,150,,,,ATTEINT@59.88,INCOMPLET@146.85,,,,,,,,REFUSE,5336a7c4455a,"X1 - SECONDE GRAINE, une mitrailleuse : le temoin apparie de X0. Attendu si l effet tient : zero charge, comme la refere"
2026-09-09_0615_chacal/g9_r4,/mnt/data/hmt/runs/2026-09-09_0615_chacal/g9_r4/serveur.rpt,1,chacal,2026-09-09_0615_chacal,g9_r4,2026-09-09,0,X1,X1,1,,9,0,0,PLAN,1,5,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,0,3,0,0,5,5,ADJOINT MEDECIN DEMO_2 CHEF DEMO_1,4,0,1,1,74.77,COUP_RECU,5,0.11,0,141,,,,ATTEINT@59.58,INCOMPLET@138.37,,,,,,,,ACCEPTE,5336a7c4455a,"X1 - SECONDE GRAINE, une mitrailleuse : le temoin apparie de X0. Attendu si l effet tient : zero charge, comme la refere"
2026-09-09_0615_chacal/g9_r5,/mnt/data/hmt/runs/2026-09-09_0615_chacal/g9_r5/serveur.rpt,1,chacal,2026-09-09_0615_chacal,g9_r5,2026-09-09,0,X1,X1,1,,9,0,0,PLAN,1,5,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,0,3,0,0,5,5,MEDECIN DEMO_1 CHEF ADJOINT DEMO_2,0,0,1,1,75.54,COUP_RECU,5,-1.27,0,92,,,,ATTEINT@59.8,INCOMPLET@88.03,,,,,,,,REFUSE,5336a7c4455a,"X1 - SECONDE GRAINE, une mitrailleuse : le temoin apparie de X0. Attendu si l effet tient : zero charge, comme la refere"
2026-09-09_1025_chacal/g7_r1,/mnt/data/hmt/runs/2026-09-09_1025_chacal/g7_r1/serveur.rpt,1,chacal,2026-09-09_1025_chacal,g7_r1,2026-09-09,0,P0,P0,1,,7,9,0,PLAN,1,5,,,,,,,,,,,ECHEC,EXFIL_MANQUEE,3,3,3,0,10,0,,0,0,0,0,,,,-999,0,438,,,,ATTEINT@71.91,ATTEINT@433.31,,antenne:POSEE tour:POSEE QG:POSEE,,,,,,ACCEPTE,5336a7c4455a,"P0 - CONTROLE POSITIF DE LA VIGNETTE, exige par Fable avant toute autre mesure. Le monde vide (palier 9) n a jamais ete "
2026-09-09_1025_chacal/g7_r2,/mnt/data/hmt/runs/2026-09-09_1025_chacal/g7_r2/serveur.rpt,1,chacal,2026-09-09_1025_chacal,g7_r2,2026-09-09,0,P0,P0,1,,7,9,0,PLAN,1,5,,,,,,,,,,,ECHEC,EXFIL_MANQUEE,3,3,3,0,10,0,,0,0,0,1,504.47,COUP_RECU,5,-999,0,508,,,,ATTEINT@71.88,ATTEINT@504.43,,antenne:POSEE tour:POSEE QG:POSEE,,,,,,ACCEPTE,5336a7c4455a,"P0 - CONTROLE POSITIF DE LA VIGNETTE, exige par Fable avant toute autre mesure. Le monde vide (palier 9) n a jamais ete "
2026-09-09_1025_chacal/g7_r3,/mnt/data/hmt/runs/2026-09-09_1025_chacal/g7_r3/serveur.rpt,1,chacal,2026-09-09_1025_chacal,g7_r3,2026-09-09,0,P0,P0,1,,7,9,0,PLAN,1,5,,,,,,,,,,,ECHEC,EXFIL_MANQUEE,3,3,3,0,10,0,,0,0,0,0,,,,-999,0,465,,,,ATTEINT@71.87,ATTEINT@460.77,,antenne:POSEE tour:POSEE QG:POSEE,,,,,,ACCEPTE,5336a7c4455a,"P0 - CONTROLE POSITIF DE LA VIGNETTE, exige par Fable avant toute autre mesure. Le monde vide (palier 9) n a jamais ete "
2026-09-09_1025_chacal/g7_r4,/mnt/data/hmt/runs/2026-09-09_1025_chacal/g7_r4/serveur.rpt,1,chacal,2026-09-09_1025_chacal,g7_r4,2026-09-09,0,P0,P0,1,,7,9,0,PLAN,1,5,,,,,,,,,,,ECHEC,EXFIL_MANQUEE,3,3,3,0,10,0,,0,0,0,0,,,,-999,0,455,,,,ATTEINT@71.96,ATTEINT@450.16,,antenne:POSEE tour:POSEE QG:POSEE,,,,,,ACCEPTE,5336a7c4455a,"P0 - CONTROLE POSITIF DE LA VIGNETTE, exige par Fable avant toute autre mesure. Le monde vide (palier 9) n a jamais ete "
2026-09-09_1025_chacal/g7_r5,/mnt/data/hmt/runs/2026-09-09_1025_chacal/g7_r5/serveur.rpt,1,chacal,2026-09-09_1025_chacal,g7_r5,2026-09-09,0,P0,P0,1,,7,9,0,PLAN,1,5,,,,,,,,,,,ECHEC,EXFIL_MANQUEE,3,3,3,0,10,0,,0,0,0,0,,,,-999,0,502,,,,ATTEINT@71.71,ATTEINT@497.39,,antenne:POSEE tour:POSEE QG:POSEE,,,,,,ACCEPTE,5336a7c4455a,"P0 - CONTROLE POSITIF DE LA VIGNETTE, exige par Fable avant toute autre mesure. Le monde vide (palier 9) n a jamais ete "
2026-09-09_1115_chacal/g7,/mnt/data/hmt/runs/2026-09-09_1115_chacal/g7/serveur.rpt,1,chacal,2026-09-09_1115_chacal,g7,2026-09-09,0,L0,L0,1,,7,4,0,PLAN,0,1,,,,,,,,,,,ABANDON,ARTICULATION_ROMPUE,0,3,0,2,10,0,,0,0,0,0,,,,-999,1,10053,ATTEINT@226.28,ENLISE@3109.76,RENSEIGNEMENT_PAUVRE@5048.84,PLAFOND@7126.78,ARTICULATION_ROMPUE@7126.78,PLAFOND@10048,,,,,,,ACCEPTE,1927c3a86501,"L0 - PALIER 4 LEGER, mission COMPLETE de bout en bout. Quatre defenseurs au site et rien d autre : ni ronde, ni patrouil"
2026-09-09_1115_chacal/g8,/mnt/data/hmt/runs/2026-09-09_1115_chacal/g8/serveur.rpt,1,chacal,2026-09-09_1115_chacal,g8,2026-09-09,0,L0,L0,1,,8,4,0,PLAN,0,1,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,0,3,0,5,5,5,CHEF ADJOINT DEMO_1 DEMO_2 MEDECIN,0,1,1,1,4959.05,FEU_PROCHE,5,7.19,0,6563,ATTEINT@186.06,ATTEINT@2732.8,RENSEIGNEMENT_PAUVRE@4410.64,ATTEINT@4774.06,INCOMPLET@4997.97,PLAFOND@6559.24,antenne:PORTEUR_N_ARRIVE_PAS tour:ELEMENT_N_ARRIVE_PAS,,,,,,ACCEPTE,1927c3a86501,"L0 - PALIER 4 LEGER, mission COMPLETE de bout en bout. Quatre defenseurs au site et rien d autre : ni ronde, ni patrouil"
2026-09-09_1615_chacal/g7,/mnt/data/hmt/runs/2026-09-09_1615_chacal/g7/serveur.rpt,1,chacal,2026-09-09_1615_chacal,g7,2026-09-09,0,V20,V20,1,,7,4,0,PLAN,0,1,,,,,,,,,,,ECHEC,EXFIL_MANQUEE,3,3,3,6,17,3,MEDECIN DEMO_1 DEMO_2,2,0,1,1,5676.5,ENNEMI_VU_EN_COMBAT,5,-3.16,0,6802,ATTEINT@227.22,ENLISE@2312.49,RENSEIGNEMENT_PAUVRE@4553.74,PLAFOND@5619.99,ATTEINT@6148.88,ATTEINT@6799.07,antenne:POSEE tour:POSEE QG:POSEE,,,,,,ACCEPTE,a0ca02bebc62,"V20 - VINGT hommes contre quatre defenseurs. Deux variables changees a la fois, assume : l effectif double ET les positi"
2026-09-09_1615_chacal/g8,/mnt/data/hmt/runs/2026-09-09_1615_chacal/g8/serveur.rpt,1,chacal,2026-09-09_1615_chacal,g8,2026-09-09,0,V20,V20,1,,8,4,0,PLAN,0,1,,,,,,,,,,,ECHEC,EXFIL_MANQUEE,3,3,3,6,17,3,CHEF ADJOINT DEMO_1,4,1,1,1,5287.79,FEU_PROCHE,5,53.15,0,6612,ATTEINT@186.44,ENLISE@2498.02,RENSEIGNEMENT_PAUVRE@4803.69,ATTEINT@5124.23,ATTEINT@5588.18,ATTEINT@6608.73,antenne:POSEE tour:POSEE QG:POSEE,,,,,,ACCEPTE,a0ca02bebc62,"V20 - VINGT hommes contre quatre defenseurs. Deux variables changees a la fois, assume : l effectif double ET les positi"
2026-09-09_1625_chacal/g7_r1,/mnt/data/hmt/runs/2026-09-09_1625_chacal/g7_r1/serveur.rpt,1,chacal,2026-09-09_1625_chacal,g7_r1,2026-09-09,0,M0,M0,1,,7,4,0,PLAN,0,1,,,,,,,,,,,SUCCES,CHARGES_ET_EXFIL,3,3,3,6,10,0,,2,0,1,1,5053.99,ENNEMI_VU_EN_COMBAT,5,9.28,0,6372,ATTEINT@227.07,ENLISE@2222.28,RENSEIGNEMENT_PAUVRE@4520.54,ATTEINT@4899.24,ATTEINT@5441.8,ATTEINT@6369.01,antenne:POSEE tour:POSEE QG:POSEE,,,,,,ACCEPTE,a0ca02bebc62,"M0 - palier 4 leger, dix hommes, CHACAL_ACCESSIBLE = 0. Les deux graines du palier 4, deux fois chacune : la 7 s est blo"
2026-09-09_1625_chacal/g7_r2,/mnt/data/hmt/runs/2026-09-09_1625_chacal/g7_r2/serveur.rpt,1,chacal,2026-09-09_1625_chacal,g7_r2,2026-09-09,0,M0,M0,1,,7,4,0,PLAN,0,1,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,0,3,0,6,6,4,CHEF DEMO_1 DEMO_2 ADJOINT,2,0,1,1,4981.13,FEU_PROCHE,5,-29.71,0,6281,ATTEINT@228.18,ATTEINT@2458.31,RENSEIGNEMENT_PAUVRE@4448.93,ATTEINT@4848.94,INCOMPLET@5294.4,ATTEINT@6276.57,antenne:AUCUN_PORTEUR_VIVANT tour:ELEMENT_N_ARRIVE_PAS QG:AUCUN_PORTEUR_VIVANT,,,,,,ACCEPTE,a0ca02bebc62,"M0 - palier 4 leger, dix hommes, CHACAL_ACCESSIBLE = 0. Les deux graines du palier 4, deux fois chacune : la 7 s est blo"
2026-09-09_1625_chacal/g8_r1,/mnt/data/hmt/runs/2026-09-09_1625_chacal/g8_r1/serveur.rpt,1,chacal,2026-09-09_1625_chacal,g8_r1,2026-09-09,0,M0,M0,1,,8,4,0,PLAN,0,1,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,2,3,2,6,10,0,,4,0,1,1,4834.42,ENNEMI_VU_EN_COMBAT,5,-3.57,0,6158,ATTEINT@186.9,ATTEINT@2681.87,RENSEIGNEMENT_PAUVRE@4392.86,ATTEINT@4725.56,INCOMPLET@5183.91,ATTEINT@6153.72,antenne:POSEE tour:ELEMENT_N_ARRIVE_PAS QG:POSEE,,,,,,ACCEPTE,a0ca02bebc62,"M0 - palier 4 leger, dix hommes, CHACAL_ACCESSIBLE = 0. Les deux graines du palier 4, deux fois chacune : la 7 s est blo"
2026-09-09_1625_chacal/g8_r2,/mnt/data/hmt/runs/2026-09-09_1625_chacal/g8_r2/serveur.rpt,1,chacal,2026-09-09_1625_chacal,g8_r2,2026-09-09,0,M0,M0,1,,8,4,0,PLAN,0,1,,,,,,,,,,,SUCCES,CHARGES_ET_EXFIL,3,3,3,6,8,2,CHEF DEMO_1,3,1,1,1,4992.74,ENNEMI_VU_EN_COMBAT,5,-13.24,0,6339,ATTEINT@186.07,ATTEINT@2849.15,RENSEIGNEMENT_PAUVRE@4585.03,ATTEINT@4921.08,ATTEINT@5329.32,ATTEINT@6335.56,antenne:POSEE tour:POSEE QG:POSEE,,,,,,ACCEPTE,a0ca02bebc62,"M0 - palier 4 leger, dix hommes, CHACAL_ACCESSIBLE = 0. Les deux graines du palier 4, deux fois chacune : la 7 s est blo"
2026-09-09_1635_chacal/g7_r1,/mnt/data/hmt/runs/2026-09-09_1635_chacal/g7_r1/serveur.rpt,1,chacal,2026-09-09_1635_chacal,g7_r1,2026-09-09,0,M1,M1,1,,7,4,0,PLAN,0,1,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,2,3,0,6,7,3,MEDECIN DEMO_1 DEMO_2,2,0,1,1,4859.05,ENNEMI_VU_EN_COMBAT,5,-41.32,0,6273,ATTEINT@228.12,ATTEINT@2523.59,RENSEIGNEMENT_PAUVRE@4435.68,ATTEINT@4761.67,INCOMPLET@5225.83,ATTEINT@6269.59,antenne:POSEE tour:POSEE QG:PORTEUR_N_ARRIVE_PAS,,,,,,ACCEPTE,a0ca02bebc62,"M1 - palier 4 leger, dix hommes, CHACAL_ACCESSIBLE = 1. Les deux graines du palier 4, deux fois chacune : la 7 s est blo"
2026-09-09_1635_chacal/g7_r2,/mnt/data/hmt/runs/2026-09-09_1635_chacal/g7_r2/serveur.rpt,1,chacal,2026-09-09_1635_chacal,g7_r2,2026-09-09,0,M1,M1,1,,7,4,0,PLAN,0,1,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,2,3,2,6,8,2,CHEF ADJOINT,3,0,1,1,5002.91,FEU_PROCHE,5,-1.49,0,6236,ATTEINT@227.96,ENLISE@2240.01,RENSEIGNEMENT_PAUVRE@4402.92,ATTEINT@4765.37,INCOMPLET@5401.87,ATTEINT@6231.38,antenne:POSEE tour:PORTEUR_N_ARRIVE_PAS QG:POSEE,,,,,,ACCEPTE,a0ca02bebc62,"M1 - palier 4 leger, dix hommes, CHACAL_ACCESSIBLE = 1. Les deux graines du palier 4, deux fois chacune : la 7 s est blo"
2026-09-09_1635_chacal/g8_r1,/mnt/data/hmt/runs/2026-09-09_1635_chacal/g8_r1/serveur.rpt,1,chacal,2026-09-09_1635_chacal,g8_r1,2026-09-09,0,M1,M1,1,,8,4,0,PLAN,0,1,,,,,,,,,,,SUCCES,CHARGES_ET_EXFIL,3,3,3,6,10,0,,4,1,1,1,4678.87,ENNEMI_VU_EN_COMBAT,5,-67.63,0,5988,ATTEINT@186.14,ENLISE@1986.49,RENSEIGNEMENT_PAUVRE@4285.92,ATTEINT@4608.72,ATTEINT@5024.24,ATTEINT@5984.71,antenne:POSEE tour:POSEE QG:POSEE,,,,,,ACCEPTE,a0ca02bebc62,"M1 - palier 4 leger, dix hommes, CHACAL_ACCESSIBLE = 1. Les deux graines du palier 4, deux fois chacune : la 7 s est blo"
2026-09-09_1635_chacal/g8_r2,/mnt/data/hmt/runs/2026-09-09_1635_chacal/g8_r2/serveur.rpt,1,chacal,2026-09-09_1635_chacal,g8_r2,2026-09-09,0,M1,M1,1,,8,4,0,PLAN,0,1,,,,,,,,,,,SUCCES,CHARGES_ET_EXFIL,3,3,3,6,9,1,CHEF,4,2,1,1,5163.39,ENNEMI_VU_EN_COMBAT,5,-3.05,0,6473,ATTEINT@186.1,ENLISE@2423.45,RENSEIGNEMENT_PAUVRE@4688.49,ATTEINT@5084.62,ATTEINT@5484.49,ATTEINT@6469.45,antenne:POSEE tour:POSEE QG:POSEE,,,,,,ACCEPTE,a0ca02bebc62,"M1 - palier 4 leger, dix hommes, CHACAL_ACCESSIBLE = 1. Les deux graines du palier 4, deux fois chacune : la 7 s est blo"
2026-09-10_0635_chacal/g7_r1,/mnt/data/hmt/runs/2026-09-10_0635_chacal/g7_r1/serveur.rpt,1,chacal,2026-09-10_0635_chacal,g7_r1,2026-09-10,0,A0,A0,1,,7,4,0,PLAN,0,1,,,,,,,,,,,SUCCES,CHARGES_ET_EXFIL,3,3,3,6,10,0,,2,0,1,1,5520.4,ENNEMI_VU_EN_COMBAT,6,367.09,0,5834,ATTEINT@227.34,ATTEINT@2500.38,RENSEIGNEMENT_PAUVRE@4735.85,ATTEINT@5058.58,ATTEINT@5482.58,ATTEINT@5830.37,antenne:POSEE tour:POSEE QG:POSEE,,,,,,ACCEPTE,4c9a5e5b936f,"A0 - appui_feu = 0, tout le reste egal, positions accessibles activees des deux cotes. TEMOIN MESURE : palier 4 graine 8"
2026-09-10_0635_chacal/g7_r2,/mnt/data/hmt/runs/2026-09-10_0635_chacal/g7_r2/serveur.rpt,1,chacal,2026-09-10_0635_chacal,g7_r2,2026-09-10,0,A0,A0,1,,7,4,0,PLAN,0,1,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,2,3,2,6,10,0,,3,0,1,1,4991.76,ENNEMI_VU_EN_COMBAT,5,-3.02,0,6284,ATTEINT@227.3,ATTEINT@2452.92,RENSEIGNEMENT_PAUVRE@4515.04,ATTEINT@4899.01,INCOMPLET@5309.34,ATTEINT@6279.14,antenne:POSEE tour:ELEMENT_N_ARRIVE_PAS QG:POSEE,,,,,,ACCEPTE,4c9a5e5b936f,"A0 - appui_feu = 0, tout le reste egal, positions accessibles activees des deux cotes. TEMOIN MESURE : palier 4 graine 8"
2026-09-10_0635_chacal/g8_r1,/mnt/data/hmt/runs/2026-09-10_0635_chacal/g8_r1/serveur.rpt,1,chacal,2026-09-10_0635_chacal,g8_r1,2026-09-10,0,A0,A0,1,,8,4,0,PLAN,0,1,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,0,3,0,2,5,5,CHEF DEMO_2 DEMO_1 ADJOINT MEDECIN,2,2,1,1,5111.85,ENNEMI_VU_EN_COMBAT,5,11.05,0,6756,ATTEINT@186.97,ENLISE@2873.9,RENSEIGNEMENT_PAUVRE@4710.58,ATTEINT@5015.2,INCOMPLET@5187.77,PLAFOND@6752.17,antenne:ELEMENT_N_ARRIVE_PAS,,,,,,ACCEPTE,4c9a5e5b936f,"A0 - appui_feu = 0, tout le reste egal, positions accessibles activees des deux cotes. TEMOIN MESURE : palier 4 graine 8"
2026-09-10_0635_chacal/g8_r2,/mnt/data/hmt/runs/2026-09-10_0635_chacal/g8_r2/serveur.rpt,1,chacal,2026-09-10_0635_chacal,g8_r2,2026-09-10,0,A0,A0,1,,8,4,0,PLAN,0,1,,,,,,,,,,,ECHEC,CHARGES_INCOMPLETES,1,3,1,5,5,5,DEMO_1 ADJOINT MEDECIN DEMO_2 CHEF,3,0,1,1,4827.01,ENNEMI_VU_EN_COMBAT,5,-20.91,0,6649,ATTEINT@186.93,ATTEINT@2763.5,RENSEIGNEMENT_PAUVRE@4480.78,ATTEINT@4791.51,INCOMPLET@5101.37,PLAFOND@6644.44,antenne:POSEE tour:ELEMENT_N_ARRIVE_PAS,,,,,,ACCEPTE,4c9a5e5b936f,"A0 - appui_feu = 0, tout le reste egal, positions accessibles activees des deux cotes. TEMOIN MESURE : palier 4 graine 8"
